asset_category,source_pack,filename,canonical_id,entity_type,target_repo_path,target_runtime_path,operation,pair_id,dependencies,import_order,width,height,sha256,archive_member
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_011.webp,cv3_lead_011,cast,game_source/public/cast/v3/cv3_lead_011.webp,/cast/v3/cv3_lead_011.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,ee69ba4b5e9f6a4474830524db666b96f9d8f3fc8b16c0d19ebe414240ab9e72,runtime/game_source/public/cast/v3/cv3_lead_011.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_012.webp,cv3_lead_012,cast,game_source/public/cast/v3/cv3_lead_012.webp,/cast/v3/cv3_lead_012.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,88e27e5e6bbbc54b6db21aaaeeeacfa2b4898a87e0f494694b27ff385d6968ab,runtime/game_source/public/cast/v3/cv3_lead_012.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_013.webp,cv3_lead_013,cast,game_source/public/cast/v3/cv3_lead_013.webp,/cast/v3/cv3_lead_013.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,7a330815a290e926d44862b395cab0dad61c8d09e489d36db0fd02de57c1fe6d,runtime/game_source/public/cast/v3/cv3_lead_013.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_014.webp,cv3_lead_014,cast,game_source/public/cast/v3/cv3_lead_014.webp,/cast/v3/cv3_lead_014.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,e12222541cd7569a07adec2f9fdf7bbcf9170893ca1683e256cd7fdfca7f28e7,runtime/game_source/public/cast/v3/cv3_lead_014.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_015.webp,cv3_lead_015,cast,game_source/public/cast/v3/cv3_lead_015.webp,/cast/v3/cv3_lead_015.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,e38abf30a15d48d6decd3e2d54d240f4568a581281e64e679df5ff8f94b6fbab,runtime/game_source/public/cast/v3/cv3_lead_015.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_016.webp,cv3_lead_016,cast,game_source/public/cast/v3/cv3_lead_016.webp,/cast/v3/cv3_lead_016.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,002243976393f740e3f09a4f16207f6e5ccd11be26ce5e7c4f739657b0f45b07,runtime/game_source/public/cast/v3/cv3_lead_016.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_017.webp,cv3_lead_017,cast,game_source/public/cast/v3/cv3_lead_017.webp,/cast/v3/cv3_lead_017.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,c11c4a083792e37c3d975e5d1201814c20cd51d504ac7868eb113b602d8a72a7,runtime/game_source/public/cast/v3/cv3_lead_017.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_018.webp,cv3_lead_018,cast,game_source/public/cast/v3/cv3_lead_018.webp,/cast/v3/cv3_lead_018.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,fea34d8ec1c35085ecf8d8d5b2d31607423b641be5fc2c9552ee0dd28a0063b7,runtime/game_source/public/cast/v3/cv3_lead_018.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_019.webp,cv3_lead_019,cast,game_source/public/cast/v3/cv3_lead_019.webp,/cast/v3/cv3_lead_019.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,9f275ebeaf0598694c5694ebe0788b9aa24ddef868770302e3513787417d278e,runtime/game_source/public/cast/v3/cv3_lead_019.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_020.webp,cv3_lead_020,cast,game_source/public/cast/v3/cv3_lead_020.webp,/cast/v3/cv3_lead_020.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,a5fbdc20116751c10254ad5e6dfc88ddd8208438a290d5a8623a9213bfccd338,runtime/game_source/public/cast/v3/cv3_lead_020.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_021.webp,cv3_lead_021,cast,game_source/public/cast/v3/cv3_lead_021.webp,/cast/v3/cv3_lead_021.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,f1f7ad07368519607c7a60cfed1cec0486b06e6e1f70995ec9c134098e58c01c,runtime/game_source/public/cast/v3/cv3_lead_021.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_022.webp,cv3_lead_022,cast,game_source/public/cast/v3/cv3_lead_022.webp,/cast/v3/cv3_lead_022.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,d33b32f4f193f19d390f2bb29c70a656a457c9050fa8c66f0b13c20b4610ec7e,runtime/game_source/public/cast/v3/cv3_lead_022.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_023.webp,cv3_lead_023,cast,game_source/public/cast/v3/cv3_lead_023.webp,/cast/v3/cv3_lead_023.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,d6d22c283958c0a5b28eeceae956c812eeffb8ffdfe61e94786e998d65169cad,runtime/game_source/public/cast/v3/cv3_lead_023.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_024.webp,cv3_lead_024,cast,game_source/public/cast/v3/cv3_lead_024.webp,/cast/v3/cv3_lead_024.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,1965410f1756a1337ea87b1972f15f7b97a302ae985dac540eb80aaa3bdbee1d,runtime/game_source/public/cast/v3/cv3_lead_024.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_025.webp,cv3_lead_025,cast,game_source/public/cast/v3/cv3_lead_025.webp,/cast/v3/cv3_lead_025.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,10e2af38670cccf291527abbc50644202874dfb812d12f5a9cf8a85be11bf451,runtime/game_source/public/cast/v3/cv3_lead_025.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_026.webp,cv3_lead_026,cast,game_source/public/cast/v3/cv3_lead_026.webp,/cast/v3/cv3_lead_026.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,a48edfa1732c2ea3147b17ee74283e38f4c2d762d4de26434074f9b41c2ffbe1,runtime/game_source/public/cast/v3/cv3_lead_026.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_027.webp,cv3_lead_027,cast,game_source/public/cast/v3/cv3_lead_027.webp,/cast/v3/cv3_lead_027.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,ec5637b2a04a24a5a89d7c21cb09bcd2b50cfa56dd1857b07d4e5190fd666d13,runtime/game_source/public/cast/v3/cv3_lead_027.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_028.webp,cv3_lead_028,cast,game_source/public/cast/v3/cv3_lead_028.webp,/cast/v3/cv3_lead_028.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,0645a95da0a5421489e4961e58affd9b1f63966444abedbd290e992a64c072ef,runtime/game_source/public/cast/v3/cv3_lead_028.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_029.webp,cv3_lead_029,cast,game_source/public/cast/v3/cv3_lead_029.webp,/cast/v3/cv3_lead_029.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,bba3e9756bc7a48f3944e695a7d8f2afb23f6b79509939851af9ea9c2ffe7386,runtime/game_source/public/cast/v3/cv3_lead_029.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_030.webp,cv3_lead_030,cast,game_source/public/cast/v3/cv3_lead_030.webp,/cast/v3/cv3_lead_030.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,700f8fafb8d3c68a56d17d6acb27b954d027ffa3da79361546f503cbe0c2bc94,runtime/game_source/public/cast/v3/cv3_lead_030.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_031.webp,cv3_lead_031,cast,game_source/public/cast/v3/cv3_lead_031.webp,/cast/v3/cv3_lead_031.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,6c2638a2e616a37df2d2a5fc5c34875159fff4b69f9d354523039a7b4a072a05,runtime/game_source/public/cast/v3/cv3_lead_031.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_032.webp,cv3_lead_032,cast,game_source/public/cast/v3/cv3_lead_032.webp,/cast/v3/cv3_lead_032.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,967d60fe2f9837874d01c204788c6be1811b27340d86ba04f3b4617f7a331122,runtime/game_source/public/cast/v3/cv3_lead_032.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_033.webp,cv3_lead_033,cast,game_source/public/cast/v3/cv3_lead_033.webp,/cast/v3/cv3_lead_033.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,19770a5ab333d20bbd3a515aa68952d26282f6dd680a634621ce11724fcc8227,runtime/game_source/public/cast/v3/cv3_lead_033.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_034.webp,cv3_lead_034,cast,game_source/public/cast/v3/cv3_lead_034.webp,/cast/v3/cv3_lead_034.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,eeefb4b0371e8305e92afb6ff08485b892ddcdf79604bea37a769b6c2ea4bf4e,runtime/game_source/public/cast/v3/cv3_lead_034.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_035.webp,cv3_lead_035,cast,game_source/public/cast/v3/cv3_lead_035.webp,/cast/v3/cv3_lead_035.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,70a96b90164ad65124d6743a88b666f93f6936707e2559e2889a3bd47aed377a,runtime/game_source/public/cast/v3/cv3_lead_035.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_036.webp,cv3_lead_036,cast,game_source/public/cast/v3/cv3_lead_036.webp,/cast/v3/cv3_lead_036.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,b2339383c02fe14f27c095cba968257171a60513f1d17db33efacd2e7eb98fdd,runtime/game_source/public/cast/v3/cv3_lead_036.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_037.webp,cv3_lead_037,cast,game_source/public/cast/v3/cv3_lead_037.webp,/cast/v3/cv3_lead_037.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,958f84a54383d86377e96aafc95eec02db945a2c458761a7bb253cee4011b27a,runtime/game_source/public/cast/v3/cv3_lead_037.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_038.webp,cv3_lead_038,cast,game_source/public/cast/v3/cv3_lead_038.webp,/cast/v3/cv3_lead_038.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,88535832bf3b615e4af6c530a34823dfb72fb28f75df6e3efaf6cb48c36281e9,runtime/game_source/public/cast/v3/cv3_lead_038.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_039.webp,cv3_lead_039,cast,game_source/public/cast/v3/cv3_lead_039.webp,/cast/v3/cv3_lead_039.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,ae6e4c6b8753a795f2c9e569b94219795c80a3f5b3976f3e941b3240e9ce63f7,runtime/game_source/public/cast/v3/cv3_lead_039.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_040.webp,cv3_lead_040,cast,game_source/public/cast/v3/cv3_lead_040.webp,/cast/v3/cv3_lead_040.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,f08b9d2c9ae6db4dc5ec3b74f57088daf2271b8761fbe449f797c0b3ff90dfa6,runtime/game_source/public/cast/v3/cv3_lead_040.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_041.webp,cv3_lead_041,cast,game_source/public/cast/v3/cv3_lead_041.webp,/cast/v3/cv3_lead_041.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,6b3ac93f054f1d8c4fa5b62cb2e3d7285037f5585b90bef1af743480b4bd2eab,runtime/game_source/public/cast/v3/cv3_lead_041.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_042.webp,cv3_lead_042,cast,game_source/public/cast/v3/cv3_lead_042.webp,/cast/v3/cv3_lead_042.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,8aa8675fa2f190e0c20588755e9db6ba154d6a6faf2ea8220b414aa4a31428fd,runtime/game_source/public/cast/v3/cv3_lead_042.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_043.webp,cv3_lead_043,cast,game_source/public/cast/v3/cv3_lead_043.webp,/cast/v3/cv3_lead_043.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,62a5325e572fccd1bf309ed64858c4d22d73700dc9e2dd064d2e979995ebcdc1,runtime/game_source/public/cast/v3/cv3_lead_043.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_044.webp,cv3_lead_044,cast,game_source/public/cast/v3/cv3_lead_044.webp,/cast/v3/cv3_lead_044.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,e2074b46f1bddda0910ff6340f150744bc135d9be103450ae2d3a10e0446f932,runtime/game_source/public/cast/v3/cv3_lead_044.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_045.webp,cv3_lead_045,cast,game_source/public/cast/v3/cv3_lead_045.webp,/cast/v3/cv3_lead_045.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,0d4f3fde06f11d9c7dcffc3270eb49d7bd6e51ef6b1b79c8ae164eb6ab954729,runtime/game_source/public/cast/v3/cv3_lead_045.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_046.webp,cv3_lead_046,cast,game_source/public/cast/v3/cv3_lead_046.webp,/cast/v3/cv3_lead_046.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,4d8eca602446e1bdbf7c8fee34bec0dbc0413825e52802a8a5fe27776495cc24,runtime/game_source/public/cast/v3/cv3_lead_046.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_047.webp,cv3_lead_047,cast,game_source/public/cast/v3/cv3_lead_047.webp,/cast/v3/cv3_lead_047.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,cebf94c9129cb877368543b8fed09d32739a95a7fb5f35eebbf762e8632bad4f,runtime/game_source/public/cast/v3/cv3_lead_047.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_048.webp,cv3_lead_048,cast,game_source/public/cast/v3/cv3_lead_048.webp,/cast/v3/cv3_lead_048.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,a727c0527c3296ad8597f57ae9b15224c9223abed986e9058792df73eb1eb8f1,runtime/game_source/public/cast/v3/cv3_lead_048.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_049.webp,cv3_lead_049,cast,game_source/public/cast/v3/cv3_lead_049.webp,/cast/v3/cv3_lead_049.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,8170b4ccb89744bb807dc5928ed4a9431d724bcccfe39ebec9bf13f4d37e3346,runtime/game_source/public/cast/v3/cv3_lead_049.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_050.webp,cv3_lead_050,cast,game_source/public/cast/v3/cv3_lead_050.webp,/cast/v3/cv3_lead_050.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,a48890a22c35863a9d2138cefaf1cc1df0c44ace60ddef466101b020ff41b140,runtime/game_source/public/cast/v3/cv3_lead_050.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_051.webp,cv3_lead_051,cast,game_source/public/cast/v3/cv3_lead_051.webp,/cast/v3/cv3_lead_051.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,ff5e3985d2ee00ad95702de85aa2812779afe8cb3f7538c7323a856ea82c166f,runtime/game_source/public/cast/v3/cv3_lead_051.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_lead_052.webp,cv3_lead_052,cast,game_source/public/cast/v3/cv3_lead_052.webp,/cast/v3/cv3_lead_052.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,e329bcf33bea168bb034bd022802eff6f723a85202928b9702e4318bb9431f4b,runtime/game_source/public/cast/v3/cv3_lead_052.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_001.webp,cv3_sidekick_001,cast,game_source/public/cast/v3/cv3_sidekick_001.webp,/cast/v3/cv3_sidekick_001.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,feb2e06ce0f3c2757a0a56ad21846ee76ac742d920afe1ba73c943f4bc7ba5d4,runtime/game_source/public/cast/v3/cv3_sidekick_001.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_002.webp,cv3_sidekick_002,cast,game_source/public/cast/v3/cv3_sidekick_002.webp,/cast/v3/cv3_sidekick_002.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,bef2eb29655c9b564812c1629a05d7e0e4dad81425863c853496f2b73cfeaee4,runtime/game_source/public/cast/v3/cv3_sidekick_002.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_003.webp,cv3_sidekick_003,cast,game_source/public/cast/v3/cv3_sidekick_003.webp,/cast/v3/cv3_sidekick_003.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,1964eafae0f580a6db472fe0d72a05803031b67959777125ac984aa46db363a2,runtime/game_source/public/cast/v3/cv3_sidekick_003.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_004.webp,cv3_sidekick_004,cast,game_source/public/cast/v3/cv3_sidekick_004.webp,/cast/v3/cv3_sidekick_004.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,c4021e97c45b1d06e4b99f52b33c6b3fffb769982876426fc0f1d9a77a266b85,runtime/game_source/public/cast/v3/cv3_sidekick_004.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_005.webp,cv3_sidekick_005,cast,game_source/public/cast/v3/cv3_sidekick_005.webp,/cast/v3/cv3_sidekick_005.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,e3c73713cfaa521409f198b3eb6f20295cbd0d2f456126057a33a45727fe014b,runtime/game_source/public/cast/v3/cv3_sidekick_005.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_006.webp,cv3_sidekick_006,cast,game_source/public/cast/v3/cv3_sidekick_006.webp,/cast/v3/cv3_sidekick_006.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,553111e41bfa389357fcd946d1ade256ae1e850b26cd78f9a462a36137f3cde7,runtime/game_source/public/cast/v3/cv3_sidekick_006.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_007.webp,cv3_sidekick_007,cast,game_source/public/cast/v3/cv3_sidekick_007.webp,/cast/v3/cv3_sidekick_007.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,d0bb6a6e2cc6c6832469646e86e4de35236ae3c62183c82c63b28db684b2683e,runtime/game_source/public/cast/v3/cv3_sidekick_007.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_008.webp,cv3_sidekick_008,cast,game_source/public/cast/v3/cv3_sidekick_008.webp,/cast/v3/cv3_sidekick_008.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,e81223057e02bf5ecfee9dc3451e8c939c86e58ccf6d33830a7aa62f72899218,runtime/game_source/public/cast/v3/cv3_sidekick_008.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_009.webp,cv3_sidekick_009,cast,game_source/public/cast/v3/cv3_sidekick_009.webp,/cast/v3/cv3_sidekick_009.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,d62eda4d6256b7a02a3094178ecf26100f3dd49d4d02bcb17daa64a51d06dee1,runtime/game_source/public/cast/v3/cv3_sidekick_009.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_010.webp,cv3_sidekick_010,cast,game_source/public/cast/v3/cv3_sidekick_010.webp,/cast/v3/cv3_sidekick_010.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,e173dca6b62f4dd6a0fc6d77d8287b82137f3db614ef99c6b7fa4b3bf7655d5e,runtime/game_source/public/cast/v3/cv3_sidekick_010.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_011.webp,cv3_sidekick_011,cast,game_source/public/cast/v3/cv3_sidekick_011.webp,/cast/v3/cv3_sidekick_011.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,601b7fa601f5fba0deb9b57e59c50629204b720d0b5ae8a2d470224ddc90a6e4,runtime/game_source/public/cast/v3/cv3_sidekick_011.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_012.webp,cv3_sidekick_012,cast,game_source/public/cast/v3/cv3_sidekick_012.webp,/cast/v3/cv3_sidekick_012.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,a198c80dfbdcde919a38b12bbd290ef0973af8f7317fcbfb25d0161c7dd9dc44,runtime/game_source/public/cast/v3/cv3_sidekick_012.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_013.webp,cv3_sidekick_013,cast,game_source/public/cast/v3/cv3_sidekick_013.webp,/cast/v3/cv3_sidekick_013.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,71a896d3a8e0ed7f745b7c9ca0844f26c5cc53e37cc823a9433cecf8b2260374,runtime/game_source/public/cast/v3/cv3_sidekick_013.webp
cast portrait,ANIME_TYCOON_CAST_V3_PACK.zip,cv3_sidekick_014.webp,cv3_sidekick_014,cast,game_source/public/cast/v3/cv3_sidekick_014.webp,/cast/v3/cv3_sidekick_014.webp,add,,CAST_V3_RUNTIME.json registration; optional epithet schema.,1,512,512,19f4b82a575f6b884af0b2af87f6df82f239a2aff99d544fb3c7ea20ded45bc5,runtime/game_source/public/cast/v3/cv3_sidekick_014.webp
