id,filename,sheet,cell,source_width,source_height,crop_box,source_cell_width,source_cell_height,width,height,sha256,qc
cv3_lead_012,cv3_lead_012.webp,cast_v3_sheet_02,4,1774,887,"(1332, 2, 1772, 442)",440,440,512,512,88e27e5e6bbbc54b6db21aaaeeeacfa2b4898a87e0f494694b27ff385d6968ab,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_013,cv3_lead_013.webp,cast_v3_sheet_02,5,1774,887,"(2, 445, 442, 885)",440,440,512,512,7a330815a290e926d44862b395cab0dad61c8d09e489d36db0fd02de57c1fe6d,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_014,cv3_lead_014.webp,cast_v3_sheet_02,6,1774,887,"(445, 445, 885, 885)",440,440,512,512,e12222541cd7569a07adec2f9fdf7bbcf9170893ca1683e256cd7fdfca7f28e7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_015,cv3_lead_015.webp,cast_v3_sheet_02,7,1774,887,"(889, 445, 1329, 885)",440,440,512,512,e38abf30a15d48d6decd3e2d54d240f4568a581281e64e679df5ff8f94b6fbab,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_016,cv3_lead_016.webp,cast_v3_sheet_02,8,1774,887,"(1332, 445, 1772, 885)",440,440,512,512,002243976393f740e3f09a4f16207f6e5ccd11be26ce5e7c4f739657b0f45b07,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_017,cv3_lead_017.webp,cast_v3_sheet_03,1,1774,887,"(2, 2, 441, 442)",439,440,512,512,c11c4a083792e37c3d975e5d1201814c20cd51d504ac7868eb113b602d8a72a7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_018,cv3_lead_018.webp,cast_v3_sheet_03,2,1774,887,"(445, 2, 885, 442)",440,440,512,512,fea34d8ec1c35085ecf8d8d5b2d31607423b641be5fc2c9552ee0dd28a0063b7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_019,cv3_lead_019.webp,cast_v3_sheet_03,3,1774,887,"(889, 2, 1330, 442)",441,440,512,512,9f275ebeaf0598694c5694ebe0788b9aa24ddef868770302e3513787417d278e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_020,cv3_lead_020.webp,cast_v3_sheet_03,4,1774,887,"(1334, 2, 1772, 442)",438,440,512,512,a5fbdc20116751c10254ad5e6dfc88ddd8208438a290d5a8623a9213bfccd338,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_021,cv3_lead_021.webp,cast_v3_sheet_03,5,1774,887,"(2, 445, 441, 885)",439,440,512,512,f1f7ad07368519607c7a60cfed1cec0486b06e6e1f70995ec9c134098e58c01c,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_022,cv3_lead_022.webp,cast_v3_sheet_03,6,1774,887,"(445, 445, 885, 885)",440,440,512,512,d33b32f4f193f19d390f2bb29c70a656a457c9050fa8c66f0b13c20b4610ec7e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_023,cv3_lead_023.webp,cast_v3_sheet_03,7,1774,887,"(889, 445, 1330, 885)",441,440,512,512,d6d22c283958c0a5b28eeceae956c812eeffb8ffdfe61e94786e998d65169cad,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_024,cv3_lead_024.webp,cast_v3_sheet_03,8,1774,887,"(1334, 445, 1772, 885)",438,440,512,512,1965410f1756a1337ea87b1972f15f7b97a302ae985dac540eb80aaa3bdbee1d,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_025,cv3_lead_025.webp,cast_v3_sheet_04,1,1774,887,"(2, 2, 442, 442)",440,440,512,512,10e2af38670cccf291527abbc50644202874dfb812d12f5a9cf8a85be11bf451,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_026,cv3_lead_026.webp,cast_v3_sheet_04,2,1774,887,"(445, 2, 886, 442)",441,440,512,512,a48edfa1732c2ea3147b17ee74283e38f4c2d762d4de26434074f9b41c2ffbe1,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_027,cv3_lead_027.webp,cast_v3_sheet_04,3,1774,887,"(889, 2, 1329, 442)",440,440,512,512,ec5637b2a04a24a5a89d7c21cb09bcd2b50cfa56dd1857b07d4e5190fd666d13,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_028,cv3_lead_028.webp,cast_v3_sheet_04,4,1774,887,"(1333, 2, 1772, 442)",439,440,512,512,0645a95da0a5421489e4961e58affd9b1f63966444abedbd290e992a64c072ef,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_029,cv3_lead_029.webp,cast_v3_sheet_04,5,1774,887,"(2, 445, 442, 885)",440,440,512,512,bba3e9756bc7a48f3944e695a7d8f2afb23f6b79509939851af9ea9c2ffe7386,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_030,cv3_lead_030.webp,cast_v3_sheet_04,6,1774,887,"(445, 445, 886, 885)",441,440,512,512,700f8fafb8d3c68a56d17d6acb27b954d027ffa3da79361546f503cbe0c2bc94,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_031,cv3_lead_031.webp,cast_v3_sheet_04,7,1774,887,"(889, 445, 1329, 885)",440,440,512,512,6c2638a2e616a37df2d2a5fc5c34875159fff4b69f9d354523039a7b4a072a05,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_032,cv3_lead_032.webp,cast_v3_sheet_04,8,1774,887,"(1333, 445, 1772, 885)",439,440,512,512,967d60fe2f9837874d01c204788c6be1811b27340d86ba04f3b4617f7a331122,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_033,cv3_lead_033.webp,cast_v3_sheet_05,1,1774,887,"(2, 2, 441, 441)",439,439,512,512,19770a5ab333d20bbd3a515aa68952d26282f6dd680a634621ce11724fcc8227,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_034,cv3_lead_034.webp,cast_v3_sheet_05,2,1774,887,"(445, 2, 885, 441)",440,439,512,512,eeefb4b0371e8305e92afb6ff08485b892ddcdf79604bea37a769b6c2ea4bf4e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_035,cv3_lead_035.webp,cast_v3_sheet_05,3,1774,887,"(889, 2, 1329, 441)",440,439,512,512,70a96b90164ad65124d6743a88b666f93f6936707e2559e2889a3bd47aed377a,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_036,cv3_lead_036.webp,cast_v3_sheet_05,4,1774,887,"(1333, 2, 1772, 441)",439,439,512,512,b2339383c02fe14f27c095cba968257171a60513f1d17db33efacd2e7eb98fdd,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_037,cv3_lead_037.webp,cast_v3_sheet_05,5,1774,887,"(2, 445, 441, 885)",439,440,512,512,958f84a54383d86377e96aafc95eec02db945a2c458761a7bb253cee4011b27a,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_038,cv3_lead_038.webp,cast_v3_sheet_05,6,1774,887,"(445, 445, 885, 885)",440,440,512,512,88535832bf3b615e4af6c530a34823dfb72fb28f75df6e3efaf6cb48c36281e9,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_039,cv3_lead_039.webp,cast_v3_sheet_05,7,1774,887,"(889, 445, 1329, 885)",440,440,512,512,ae6e4c6b8753a795f2c9e569b94219795c80a3f5b3976f3e941b3240e9ce63f7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_040,cv3_lead_040.webp,cast_v3_sheet_05,8,1774,887,"(1333, 445, 1772, 885)",439,440,512,512,f08b9d2c9ae6db4dc5ec3b74f57088daf2271b8761fbe449f797c0b3ff90dfa6,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_041,cv3_lead_041.webp,cast_v3_sheet_06,1,1774,887,"(2, 2, 441, 441)",439,439,512,512,6b3ac93f054f1d8c4fa5b62cb2e3d7285037f5585b90bef1af743480b4bd2eab,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_042,cv3_lead_042.webp,cast_v3_sheet_06,2,1774,887,"(446, 2, 884, 441)",438,439,512,512,8aa8675fa2f190e0c20588755e9db6ba154d6a6faf2ea8220b414aa4a31428fd,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_043,cv3_lead_043.webp,cast_v3_sheet_06,3,1774,887,"(889, 2, 1328, 441)",439,439,512,512,62a5325e572fccd1bf309ed64858c4d22d73700dc9e2dd064d2e979995ebcdc1,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_044,cv3_lead_044.webp,cast_v3_sheet_06,4,1774,887,"(1333, 2, 1772, 441)",439,439,512,512,e2074b46f1bddda0910ff6340f150744bc135d9be103450ae2d3a10e0446f932,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_045,cv3_lead_045.webp,cast_v3_sheet_06,5,1774,887,"(2, 446, 441, 885)",439,439,512,512,0d4f3fde06f11d9c7dcffc3270eb49d7bd6e51ef6b1b79c8ae164eb6ab954729,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_046,cv3_lead_046.webp,cast_v3_sheet_06,6,1774,887,"(446, 446, 884, 885)",438,439,512,512,4d8eca602446e1bdbf7c8fee34bec0dbc0413825e52802a8a5fe27776495cc24,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_047,cv3_lead_047.webp,cast_v3_sheet_06,7,1774,887,"(889, 446, 1328, 885)",439,439,512,512,cebf94c9129cb877368543b8fed09d32739a95a7fb5f35eebbf762e8632bad4f,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_048,cv3_lead_048.webp,cast_v3_sheet_06,8,1774,887,"(1333, 446, 1772, 885)",439,439,512,512,a727c0527c3296ad8597f57ae9b15224c9223abed986e9058792df73eb1eb8f1,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_049,cv3_lead_049.webp,cast_v3_sheet_07,1,1774,887,"(2, 2, 441, 441)",439,439,512,512,8170b4ccb89744bb807dc5928ed4a9431d724bcccfe39ebec9bf13f4d37e3346,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_050,cv3_lead_050.webp,cast_v3_sheet_07,2,1774,887,"(446, 2, 885, 441)",439,439,512,512,a48890a22c35863a9d2138cefaf1cc1df0c44ace60ddef466101b020ff41b140,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_051,cv3_lead_051.webp,cast_v3_sheet_07,3,1774,887,"(889, 2, 1328, 441)",439,439,512,512,ff5e3985d2ee00ad95702de85aa2812779afe8cb3f7538c7323a856ea82c166f,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_lead_052,cv3_lead_052.webp,cast_v3_sheet_07,4,1774,887,"(1333, 2, 1772, 441)",439,439,512,512,e329bcf33bea168bb034bd022802eff6f723a85202928b9702e4318bb9431f4b,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_001,cv3_sidekick_001.webp,cast_v3_sheet_07,5,1774,887,"(2, 445, 441, 885)",439,440,512,512,feb2e06ce0f3c2757a0a56ad21846ee76ac742d920afe1ba73c943f4bc7ba5d4,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_002,cv3_sidekick_002.webp,cast_v3_sheet_07,6,1774,887,"(446, 445, 885, 885)",439,440,512,512,bef2eb29655c9b564812c1629a05d7e0e4dad81425863c853496f2b73cfeaee4,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_003,cv3_sidekick_003.webp,cast_v3_sheet_07,7,1774,887,"(889, 445, 1328, 885)",439,440,512,512,1964eafae0f580a6db472fe0d72a05803031b67959777125ac984aa46db363a2,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_004,cv3_sidekick_004.webp,cast_v3_sheet_07,8,1774,887,"(1333, 445, 1772, 885)",439,440,512,512,c4021e97c45b1d06e4b99f52b33c6b3fffb769982876426fc0f1d9a77a266b85,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_005,cv3_sidekick_005.webp,cast_v3_sheet_08,1,1774,887,"(2, 2, 440, 440)",438,438,512,512,e3c73713cfaa521409f198b3eb6f20295cbd0d2f456126057a33a45727fe014b,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_006,cv3_sidekick_006.webp,cast_v3_sheet_08,2,1774,887,"(447, 2, 883, 440)",436,438,512,512,553111e41bfa389357fcd946d1ade256ae1e850b26cd78f9a462a36137f3cde7,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_007,cv3_sidekick_007.webp,cast_v3_sheet_08,3,1774,887,"(891, 2, 1327, 440)",436,438,512,512,d0bb6a6e2cc6c6832469646e86e4de35236ae3c62183c82c63b28db684b2683e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_008,cv3_sidekick_008.webp,cast_v3_sheet_08,4,1774,887,"(1334, 2, 1772, 440)",438,438,512,512,e81223057e02bf5ecfee9dc3451e8c939c86e58ccf6d33830a7aa62f72899218,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_009,cv3_sidekick_009.webp,cast_v3_sheet_08,5,1774,887,"(2, 445, 440, 885)",438,440,512,512,d62eda4d6256b7a02a3094178ecf26100f3dd49d4d02bcb17daa64a51d06dee1,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_010,cv3_sidekick_010.webp,cast_v3_sheet_08,6,1774,887,"(447, 445, 883, 885)",436,440,512,512,e173dca6b62f4dd6a0fc6d77d8287b82137f3db614ef99c6b7fa4b3bf7655d5e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_011,cv3_sidekick_011.webp,cast_v3_sheet_08,7,1774,887,"(891, 445, 1327, 885)",436,440,512,512,601b7fa601f5fba0deb9b57e59c50629204b720d0b5ae8a2d470224ddc90a6e4,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_012,cv3_sidekick_012.webp,cast_v3_sheet_08,8,1774,887,"(1334, 445, 1772, 885)",438,440,512,512,a198c80dfbdcde919a38b12bbd290ef0973af8f7317fcbfb25d0161c7dd9dc44,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_013,cv3_sidekick_013.webp,cast_v3_sheet_09,1,1774,887,"(2, 2, 441, 441)",439,439,512,512,71a896d3a8e0ed7f745b7c9ca0844f26c5cc53e37cc823a9433cecf8b2260374,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_014,cv3_sidekick_014.webp,cast_v3_sheet_09,2,1774,887,"(446, 2, 885, 441)",439,439,512,512,19f4b82a575f6b884af0b2af87f6df82f239a2aff99d544fb3c7ea20ded45bc5,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_015,cv3_sidekick_015.webp,cast_v3_sheet_09,3,1774,887,"(890, 2, 1328, 441)",438,439,512,512,554b5dcf38e738c7e72bcdb7ea5d82322d7d07c192d1f9dc4dafadb54f7c5016,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_016,cv3_sidekick_016.webp,cast_v3_sheet_09,4,1774,887,"(1333, 2, 1772, 441)",439,439,512,512,97b23c8a94f3f85010ad5269c0a0abdf268587b83158c0bc7a722c4f905e7972,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_017,cv3_sidekick_017.webp,cast_v3_sheet_09,5,1774,887,"(2, 446, 441, 885)",439,439,512,512,33d5bdb46718989fce1afd4db929eac79ed3c808ef8587382d60ea1f4127a112,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_018,cv3_sidekick_018.webp,cast_v3_sheet_09,6,1774,887,"(446, 446, 885, 885)",439,439,512,512,13feb88951d926e484dd68fde1b93272d57255fc4d735fac0812149570c79b55,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_019,cv3_sidekick_019.webp,cast_v3_sheet_09,7,1774,887,"(890, 446, 1328, 885)",438,439,512,512,653e7bec9208589fb442aa8141b35a8b5bbecd4b75109bd141805d9cdfc3290f,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_020,cv3_sidekick_020.webp,cast_v3_sheet_09,8,1774,887,"(1333, 446, 1772, 885)",439,439,512,512,21502a35fd1f32c12949b10a75f2494f8d643001de3496b15fbde4d227df67dc,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_021,cv3_sidekick_021.webp,cast_v3_sheet_10,1,1774,887,"(2, 2, 440, 441)",438,439,512,512,06878db1ba3fae63dafb72d82089fd03a3973b0da52a367ed74720c2f904714e,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_022,cv3_sidekick_022.webp,cast_v3_sheet_10,2,1774,887,"(446, 2, 884, 441)",438,439,512,512,e63c6db4f4aa36de2d67480e4364045b5a017bad236ad87ce2339023222e48df,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_023,cv3_sidekick_023.webp,cast_v3_sheet_10,3,1774,887,"(889, 2, 1328, 441)",439,439,512,512,ea79182917f9185322f9d47e84b3a5150dd4db3b0343a58baab3e394c0f8bd8c,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_024,cv3_sidekick_024.webp,cast_v3_sheet_10,4,1774,887,"(1333, 2, 1772, 441)",439,439,512,512,9a8db33fb2db37b461f9c117ad27950674cdc4a51a3d9e3024f37931b09d2042,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_025,cv3_sidekick_025.webp,cast_v3_sheet_10,5,1774,887,"(2, 446, 440, 885)",438,439,512,512,6e8f71f83433f30c8523651795b5988cf141cd4c3d317213299d7ac1a681add9,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_026,cv3_sidekick_026.webp,cast_v3_sheet_10,6,1774,887,"(446, 446, 884, 885)",438,439,512,512,d4a6bcfa683c89b88205ed3c5064daeb4feacb8fa1f168f9eeb940fd34844c0a,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_027,cv3_sidekick_027.webp,cast_v3_sheet_10,7,1774,887,"(889, 446, 1328, 885)",439,439,512,512,e79e7059075044de23248ba437da12c8b1dc5ab3eec65d0f4291cceca74a37ef,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_028,cv3_sidekick_028.webp,cast_v3_sheet_10,8,1774,887,"(1333, 446, 1772, 885)",439,439,512,512,b10120693dee301c716070f19d468555f7e33333a7ba73203ffa70f3d4252647,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_029,cv3_sidekick_029.webp,cast_v3_sheet_11,1,1774,887,"(2, 2, 442, 441)",440,439,512,512,8d0d71eaee3f1e7d8012afb7652e10b29ad35d706950879a260eecb9d80de40b,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_030,cv3_sidekick_030.webp,cast_v3_sheet_11,2,1774,887,"(445, 2, 885, 441)",440,439,512,512,6616913deb75ef12083a7d17d62f4edd01f46ebf35f7434ab29f51a48af7e134,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_031,cv3_sidekick_031.webp,cast_v3_sheet_11,3,1774,887,"(889, 2, 1329, 441)",440,439,512,512,be000611283abb919fdd1347219bb1e395c7ea010a78377beb3c8ad07214d876,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_032,cv3_sidekick_032.webp,cast_v3_sheet_11,4,1774,887,"(1332, 2, 1772, 441)",440,439,512,512,8ba851e69e43acf5103d08e79b57efd83bb334f4e0f3c25848a130e7e89fb951,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_033,cv3_sidekick_033.webp,cast_v3_sheet_11,5,1774,887,"(2, 445, 442, 885)",440,440,512,512,f7b197b15c9172ea52305ff82ddec92e6b4b0d3c234a395a1beb23b4d614a29c,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_034,cv3_sidekick_034.webp,cast_v3_sheet_11,6,1774,887,"(445, 445, 885, 885)",440,440,512,512,ff046ac1a5960a674af647c2c1a15acca8753d7c9ca06b09553499fafb202f11,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_035,cv3_sidekick_035.webp,cast_v3_sheet_11,7,1774,887,"(889, 445, 1329, 885)",440,440,512,512,5ca0d0742fdbf3fbeb695e23b593337c531e2489a78d8ea709ca47abad9addf5,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_036,cv3_sidekick_036.webp,cast_v3_sheet_11,8,1774,887,"(1332, 445, 1772, 885)",440,440,512,512,f943ce44a34f1d93246bd9eb2c292095daf7bab6bd4b0402497d34900912c003,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_037,cv3_sidekick_037.webp,cast_v3_sheet_12,1,1774,887,"(2, 2, 441, 441)",439,439,512,512,0c7ee29bd6a97301aa6be855cef51b729d16034d3b0cbad958e84205b40623b9,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_038,cv3_sidekick_038.webp,cast_v3_sheet_12,2,1774,887,"(446, 2, 884, 441)",438,439,512,512,7cebcf4680c8790f23916682d8cd45c1f4cac7433c7af21e2d0bbbe4e7e7bd5c,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_039,cv3_sidekick_039.webp,cast_v3_sheet_12,3,1774,887,"(890, 2, 1328, 441)",438,439,512,512,fbbaa76efa4bdc98e903b4d94468a525c38898ef3124c6cead0d0c66002688b2,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_040,cv3_sidekick_040.webp,cast_v3_sheet_12,4,1774,887,"(1333, 2, 1772, 441)",439,439,512,512,8f4cfa1157b18e6edf28ef839b355f6a81936a2fece2ad62f03b91ca085bb556,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_041,cv3_sidekick_041.webp,cast_v3_sheet_12,5,1774,887,"(2, 446, 441, 885)",439,439,512,512,2b48706b69521ee941fca5c9143ed15ed168f7f103f58975f90f12227c4fad74,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_042,cv3_sidekick_042.webp,cast_v3_sheet_12,6,1774,887,"(446, 446, 884, 885)",438,439,512,512,eac9d5a04d26f6be4c4b94e29f5b83abaa8c2a7db98ddc6cdd4bfe6013eddd72,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_043,cv3_sidekick_043.webp,cast_v3_sheet_12,7,1774,887,"(890, 446, 1328, 885)",438,439,512,512,a6c9db40d51fa34b9d9b3815676205cf3c682b69e9308f0530e05b288559c1ad,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_044,cv3_sidekick_044.webp,cast_v3_sheet_12,8,1774,887,"(1333, 446, 1772, 885)",439,439,512,512,db4f15afd65819fa52121ccf390ef3b1f126b4ff022e8bc9e682a5cb94e62ebc,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_045,cv3_sidekick_045.webp,cast_v3_sheet_13,1,1774,887,"(2, 2, 440, 440)",438,438,512,512,7bf8b6ce7fd5cc7b4325a77f802ab3662abb71d1de04d6c8eaed1737572fc6bf,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_046,cv3_sidekick_046.webp,cast_v3_sheet_13,2,1774,887,"(447, 2, 883, 440)",436,438,512,512,f77a0e208af17a1ba0f213af6248b6b635eb09c1db1b1006f7a55fdf279fbc60,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_047,cv3_sidekick_047.webp,cast_v3_sheet_13,3,1774,887,"(890, 2, 1327, 440)",437,438,512,512,d4f2240684e061d9c5d21322e659b11d7b6dc69bb6ef071bf03712da9f9bafb8,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_048,cv3_sidekick_048.webp,cast_v3_sheet_13,4,1774,887,"(1334, 2, 1772, 440)",438,438,512,512,231336a1b3034b5069677f0432d97060e3ca6af78319039ffcbba02823622da2,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_049,cv3_sidekick_049.webp,cast_v3_sheet_13,5,1774,887,"(2, 447, 440, 885)",438,438,512,512,5920f00bf4c24f375d8ba66fe7cb59bd90a9681e63403a8894d88322b2474250,PASS_WITH_DOCUMENTED_STYLE_LIMITS
cv3_sidekick_050,cv3_sidekick_050.webp,cast_v3_sheet_13,6,1774,887,"(447, 447, 883, 885)",436,438,512,512,f478007eda1e7465499626f16953d8ff59eb25c0c658908ea187551af04bba29,PASS_WITH_DOCUMENTED_STYLE_LIMITS
