id,role,anime_type,visible_genre_1,visible_genre_2,hidden_genre,batch,filename
v4_mascot_shonen_031,pet,shonen,cyber,mystery,pirate,3,181__v4_mascot_shonen_031.png
v4_mascot_shonen_032,pet,shonen,fantasy,idol,cooking,3,182__v4_mascot_shonen_032.png
v4_mascot_shonen_033,pet,shonen,isekai,cooking,romance,3,183__v4_mascot_shonen_033.png
v4_mascot_shonen_034,pet,shonen,horror,space,comedy,3,184__v4_mascot_shonen_034.png
v4_mascot_shonen_035,pet,shonen,survival,samurai,shinobi,3,185__v4_mascot_shonen_035.png
v4_mascot_shonen_036,pet,shonen,military,shinobi,supernatural,3,186__v4_mascot_shonen_036.png
v4_mascot_shojo_001,pet,shojo,mecha,slice,cyber,3,187__v4_mascot_shojo_001.png
v4_mascot_shojo_002,pet,shojo,mecha,horror,mystery,3,188__v4_mascot_shojo_002.png
v4_mascot_shojo_003,pet,shojo,mecha,mythology,sports,3,189__v4_mascot_shojo_003.png
v4_mascot_shojo_004,pet,shojo,mecha,idol,space,3,190__v4_mascot_shojo_004.png
v4_mascot_shojo_005,pet,shojo,mecha,pirate,martial,3,191__v4_mascot_shojo_005.png
v4_mascot_shojo_006,pet,shojo,isekai,horror,pirate,3,192__v4_mascot_shojo_006.png
v4_mascot_shojo_007,pet,shojo,isekai,cyber,martial,3,193__v4_mascot_shojo_007.png
v4_mascot_shojo_008,pet,shojo,isekai,fantasy,samurai,3,194__v4_mascot_shojo_008.png
v4_mascot_shojo_009,pet,shojo,isekai,idol,comedy,3,195__v4_mascot_shojo_009.png
v4_mascot_shojo_010,pet,shojo,slice,sports,idol,3,196__v4_mascot_shojo_010.png
v4_mascot_shojo_011,pet,shojo,slice,fantasy,mythology,3,197__v4_mascot_shojo_011.png
v4_mascot_shojo_012,pet,shojo,slice,space,shinobi,3,198__v4_mascot_shojo_012.png
v4_mascot_shojo_013,pet,shojo,horror,sports,samurai,3,199__v4_mascot_shojo_013.png
v4_mascot_shojo_014,pet,shojo,horror,cyber,comedy,3,200__v4_mascot_shojo_014.png
v4_mascot_shojo_015,pet,shojo,horror,fantasy,supernatural,3,201__v4_mascot_shojo_015.png
v4_mascot_shojo_016,pet,shojo,horror,idol,shinobi,3,202__v4_mascot_shojo_016.png
v4_mascot_shojo_017,pet,shojo,horror,cooking,mythology,3,203__v4_mascot_shojo_017.png
v4_mascot_shojo_018,pet,shojo,horror,military,survival,3,204__v4_mascot_shojo_018.png
v4_mascot_shojo_019,pet,shojo,romance,cyber,military,3,205__v4_mascot_shojo_019.png
v4_mascot_shojo_020,pet,shojo,romance,idol,nordic,3,206__v4_mascot_shojo_020.png
v4_mascot_shojo_021,pet,shojo,sports,cyber,nordic,3,207__v4_mascot_shojo_021.png
v4_mascot_shojo_022,pet,shojo,sports,comedy,survival,3,208__v4_mascot_shojo_022.png
v4_mascot_shojo_023,pet,shojo,sports,military,supernatural,3,209__v4_mascot_shojo_023.png
v4_mascot_shojo_024,pet,shojo,cyber,idol,samurai,3,210__v4_mascot_shojo_024.png
v4_mascot_shojo_025,pet,shojo,cyber,supernatural,survival,3,211__v4_mascot_shojo_025.png
v4_mascot_shojo_026,pet,shojo,fantasy,comedy,martial,3,212__v4_mascot_shojo_026.png
v4_mascot_shojo_027,pet,shojo,fantasy,military,pirate,3,213__v4_mascot_shojo_027.png
v4_mascot_shojo_028,pet,shojo,fantasy,survival,nordic,3,214__v4_mascot_shojo_028.png
v4_mascot_shojo_029,pet,shojo,idol,military,magical,3,215__v4_mascot_shojo_029.png
v4_mascot_shojo_030,pet,shojo,idol,survival,martial,3,216__v4_mascot_shojo_030.png
v4_mascot_shojo_031,pet,shojo,idol,pirate,mythology,3,217__v4_mascot_shojo_031.png
v4_mascot_shojo_032,pet,shojo,mystery,survival,pirate,3,218__v4_mascot_shojo_032.png
v4_mascot_shojo_033,pet,shojo,comedy,supernatural,pirate,3,219__v4_mascot_shojo_033.png
v4_mascot_shojo_034,pet,shojo,cooking,supernatural,samurai,3,220__v4_mascot_shojo_034.png
v4_mascot_shojo_035,pet,shojo,isekai,romance,magical,3,221__v4_mascot_shojo_035.png
v4_mascot_shojo_036,pet,shojo,mystery,mythology,shinobi,3,222__v4_mascot_shojo_036.png
v4_mascot_shojo_037,pet,shojo,romance,comedy,mystery,3,223__v4_mascot_shojo_037.png
v4_mascot_shojo_038,pet,shojo,cooking,magical,martial,3,224__v4_mascot_shojo_038.png
v4_mascot_shojo_039,pet,shojo,cooking,space,survival,3,225__v4_mascot_shojo_039.png
v4_mascot_shojo_040,pet,shojo,mecha,sports,pirate,3,226__v4_mascot_shojo_040.png
v4_villain_shonen_001,villain,shonen,mecha,isekai,mystery,3,227__v4_villain_shonen_001.png
v4_villain_shonen_002,villain,shonen,mecha,supernatural,nordic,3,228__v4_villain_shonen_002.png
v4_villain_shonen_003,villain,shonen,mecha,martial,mythology,3,229__v4_villain_shonen_003.png
v4_villain_shonen_004,villain,shonen,isekai,romance,comedy,3,230__v4_villain_shonen_004.png
v4_villain_shonen_005,villain,shonen,isekai,sports,fantasy,3,231__v4_villain_shonen_005.png
v4_villain_shonen_006,villain,shonen,isekai,space,shinobi,3,232__v4_villain_shonen_006.png
v4_villain_shonen_007,villain,shonen,isekai,pirate,samurai,3,233__v4_villain_shonen_007.png
v4_villain_shonen_008,villain,shonen,isekai,martial,nordic,3,234__v4_villain_shonen_008.png
v4_villain_shonen_009,villain,shonen,slice,romance,nordic,3,235__v4_villain_shonen_009.png
v4_villain_shonen_010,villain,shonen,slice,idol,mystery,3,236__v4_villain_shonen_010.png
v4_villain_shonen_011,villain,shonen,slice,space,mythology,3,237__v4_villain_shonen_011.png
v4_villain_shonen_012,villain,shonen,slice,survival,martial,3,238__v4_villain_shonen_012.png
v4_villain_shonen_013,villain,shonen,slice,pirate,shinobi,3,239__v4_villain_shonen_013.png
v4_villain_shonen_014,villain,shonen,horror,romance,mythology,3,240__v4_villain_shonen_014.png
