stable_id,manifest_filename,actual_path,source_sha256,source_width,source_height,selected,donor,replacement_for,status,notes
v4_lead_shonen_015,015__v4_lead_shonen_015.png,batch_01_001-080/015__v4_lead_shonen_015.png,5fdb573266c28bd5e9c76eb19ef424a6d724f2ae6e956714315cedd32859e436,158,228,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_016,016__v4_lead_shonen_016.png,batch_01_001-080/016__v4_lead_shonen_016.png,affd3b5fbec1cb6bdcc055948b9809fc25575ceeef20862ed97731ad3322e6be,160,228,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_017,017__v4_lead_shonen_017.png,batch_01_001-080/017__v4_lead_shonen_017.png,a30343812e3ec4829395cd7c9c4931cd7f59de681416a7b5b424b2cc11a4e30a,191,221,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_018,018__v4_lead_shonen_018.png,batch_01_001-080/018__v4_lead_shonen_018.png,353c10dda13e14935089bc7fba6e8ea046e1ae86d48e507bc11d2bca2fc150ce,194,221,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_019,019__v4_lead_shonen_019.png,batch_01_001-080/019__v4_lead_shonen_019.png,dd852c4043a3863a22f1b6d2ea1759c2e47768c715e69362c654bbfcd2378ea9,187,221,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_020,020__v4_lead_shonen_020.png,batch_01_001-080/020__v4_lead_shonen_020.png,38aec442b156da0990afda238cb34974d6915dfa13d232dccf0777f11e20ac24,188,221,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_021,021__v4_lead_shonen_021.png,batch_01_001-080/021__v4_lead_shonen_021.png,bee5e39e5cad3f07ad63bf0dbe9d7d16e74f54982db9bc66e8c476360e8761c4,152,221,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_022,022__v4_lead_shonen_022.png,batch_01_001-080/022__v4_lead_shonen_022.png,5413c5227d0e6a24e5caacb0063f2da69973f6266ab5e389f5d12c43bd4bb3fa,171,221,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_023,023__v4_lead_shonen_023.png,batch_01_001-080/023__v4_lead_shonen_023.png,b6d0c8420becf5cdf547f999a97beada43ed30e05edbd1f67848d03c14b8e3d4,188,221,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_024,024__v4_lead_shonen_024.png,batch_01_001-080/024__v4_lead_shonen_024.png,7d707a183dbf95bd5e2125d0be05ee48c56d2ee31dda46b406cf727814067e99,197,221,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_025,025__v4_lead_shonen_025.png,batch_01_001-080/025__v4_lead_shonen_025.png,0010b5d832b35075f3fdbb2949fd49e1a4ae47f805db2754fc4dec9be4509880,193,239,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_026,026__v4_lead_shonen_026.png,batch_01_001-080/026__v4_lead_shonen_026.png,29ea6999b7f010f6c675c22ff262a4689bb096112f8293534a0dcea5dad8deb2,196,239,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_027,027__v4_lead_shonen_027.png,batch_01_001-080/027__v4_lead_shonen_027.png,adf26675b32ff6ff56c5bfedf4691e6312d671453a14229b1dc5f6b35d02ab31,195,239,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_028,028__v4_lead_shonen_028.png,batch_01_001-080/028__v4_lead_shonen_028.png,faab2c94380c48310a882abdef12fe97123b6d2c04bb2b140a07ced24a37f418,171,239,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_029,029__v4_lead_shonen_029.png,batch_01_001-080/029__v4_lead_shonen_029.png,6435c8a30397f337509f2ae30500687944ae7f4cabcc1c3db59d07b25b8f78af,165,239,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_030,030__v4_lead_shonen_030.png,batch_01_001-080/030__v4_lead_shonen_030.png,4dc55079e68572462c3ff679f4b7271c70d49788f792429a23959b8170523416,179,239,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_031,031__v4_lead_shonen_031.png,batch_01_001-080/031__v4_lead_shonen_031.png,991e99a44b5ac43d65f084bca80b9688eaccfbb434f2bdcc5ebc8b9f27889825,173,239,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_032,032__v4_lead_shonen_032.png,batch_01_001-080/032__v4_lead_shonen_032.png,48366c4aa2e5cd384fd4ace1593cbec94e55572d5a858084d735f19b154c78da,194,239,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_033,033__v4_lead_shonen_033.png,batch_01_001-080/033__v4_lead_shonen_033.png,3235178adb5c49ff1ad9ceb72c34f04fb97c9f43ac3f03635056e6f89798ce6f,218,190,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_034,034__v4_lead_shonen_034.png,batch_01_001-080/034__v4_lead_shonen_034.png,bdec7c811f6006b0273d3f11b5bcfbe9c7d00dd4fbe903dca8640dccf070d38e,201,190,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_035,035__v4_lead_shonen_035.png,batch_01_001-080/035__v4_lead_shonen_035.png,0c4c14f120367d3727954d830d4f81f90c4898c4e0d5621d1854e2c11190d56c,203,190,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shonen_036,036__v4_lead_shonen_036.png,batch_01_001-080/036__v4_lead_shonen_036.png,bc8074110585e237ac4751dfbefdf9a9a915314f7a3f63df171d60b489566dea,201,190,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shojo_001,037__v4_lead_shojo_001.png,batch_01_001-080/037__v4_lead_shojo_001.png,089cbd7482b18f2e291ccc26576e716bf68e8aab6cbd8da1c7b31788fda230b0,197,190,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shojo_002,038__v4_lead_shojo_002.png,batch_01_001-080/038__v4_lead_shojo_002.png,4daa5f7a03ffe88de374deb7059a4424937c82e83cb64a9b679e3ce1e9d0fb2a,195,190,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shojo_003,039__v4_lead_shojo_003.png,batch_01_001-080/039__v4_lead_shojo_003.png,2832b0174adc3c32fe0199aa62d41f8835fd7f09971afed439d22d90749fd9be,250,190,TRUE,FALSE,,manifest_exact,Manifest filename and batch path present exactly.
v4_lead_shojo_004,040__v4_lead_shojo_004.png,,,,,FALSE,FALSE,,missing_stable_id_portrait,Manifest path absent and no PNG containing this stable ID exists anywhere in staging. Hard Phase 1 blocker.
v4_lead_shojo_005,041__v4_lead_shojo_005.png,batch_01_001-080/040__v4_lead_shojo_005.png,8754f363a57875b2057ed55b1c445cdf7926b776f340ed4ab31310ae25ee0e4e,218,172,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/040__v4_lead_shojo_005.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_006,042__v4_lead_shojo_006.png,batch_01_001-080/041__v4_lead_shojo_006.png,6b1e701fc1e2ac88e90bce8bcfd2a19ebe6968e5a22ecff234c286fb6a865233,201,172,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/041__v4_lead_shojo_006.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_007,043__v4_lead_shojo_007.png,batch_01_001-080/042__v4_lead_shojo_007.png,d1044a1e86778edf3b1665252fd241f28a084ece7d2e800321beff27df33f15d,203,172,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/042__v4_lead_shojo_007.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_008,044__v4_lead_shojo_008.png,batch_01_001-080/043__v4_lead_shojo_008.png,704b02b6cc4b9f901b4b474810156512ce368cac1e6932606bc557d0ba3c48c6,201,172,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/043__v4_lead_shojo_008.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_009,045__v4_lead_shojo_009.png,batch_01_001-080/044__v4_lead_shojo_009.png,0ab1501a0facd7fb9711ea3d8c6fb0a5f9c83ffa3a858bd8901df1b642baa4ea,197,172,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/044__v4_lead_shojo_009.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_010,046__v4_lead_shojo_010.png,batch_01_001-080/045__v4_lead_shojo_010.png,04e95a76046ea5957147ab8f54268bc4edc78cb4285ce1557585c2b686b621d7,195,172,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/045__v4_lead_shojo_010.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_011,047__v4_lead_shojo_011.png,,,,,FALSE,FALSE,,missing_stable_id_portrait,Manifest path absent and no PNG containing this stable ID exists anywhere in staging. Hard Phase 1 blocker.
v4_lead_shojo_012,048__v4_lead_shojo_012.png,batch_01_001-080/046__v4_lead_shojo_012.png,c6b54ec9e8181631aef0fefae916389157fcd3b3c733f158b51e96b8d7d65040,250,172,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/046__v4_lead_shojo_012.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_013,049__v4_lead_shojo_013.png,batch_01_001-080/047__v4_lead_shojo_013.png,97dc0c144698fb04880ebb60e332271346e002bb9b335e1aaf59c016dd69f1df,218,177,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/047__v4_lead_shojo_013.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_014,050__v4_lead_shojo_014.png,batch_01_001-080/048__v4_lead_shojo_014.png,efd76e254450ac697957dea8d2e6bbb09e926c1cf63a0d1d22ec9f46f4bbee4b,201,177,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/048__v4_lead_shojo_014.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_015,051__v4_lead_shojo_015.png,batch_01_001-080/049__v4_lead_shojo_015.png,f19bcca82f02a1a67422479031b98841919d17204e6a7edd690e82d0345f32dd,203,177,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/049__v4_lead_shojo_015.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_016,052__v4_lead_shojo_016.png,batch_01_001-080/050__v4_lead_shojo_016.png,577b40b7b8a2813769d318f500649cb6b66b1dcba226a1cad2d2319505335ba0,201,177,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/050__v4_lead_shojo_016.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_017,053__v4_lead_shojo_017.png,batch_01_001-080/051__v4_lead_shojo_017.png,44ef61ae590452a60a635645b0c1388182eb9a397b7dd3e486510a63c0293bfc,197,177,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/051__v4_lead_shojo_017.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_018,054__v4_lead_shojo_018.png,,,,,FALSE,FALSE,,missing_stable_id_portrait,Manifest path absent and no PNG containing this stable ID exists anywhere in staging. Hard Phase 1 blocker.
v4_lead_shojo_019,055__v4_lead_shojo_019.png,batch_01_001-080/052__v4_lead_shojo_019.png,f9450ee27ee934934121d65a836fb6f76079aefe0622de524de2b6ebf7e93a96,195,177,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/052__v4_lead_shojo_019.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_020,056__v4_lead_shojo_020.png,batch_01_001-080/053__v4_lead_shojo_020.png,1b525844ec164a4ee19636b338ba62abd7b3fdceaf2e48ef6bea6aedbb9599aa,250,177,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/053__v4_lead_shojo_020.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_021,057__v4_lead_shojo_021.png,batch_01_001-080/054__v4_lead_shojo_021.png,a521e781e873dcfc5c6ba3c60f69d2a561aa14ced6eff3b93c0e0662c78619de,218,188,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/054__v4_lead_shojo_021.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_022,058__v4_lead_shojo_022.png,batch_01_001-080/055__v4_lead_shojo_022.png,a240f5029b0efa81b98647a8480b2c5b5b98924d05150e9059d52c2097bc802a,201,188,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/055__v4_lead_shojo_022.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_023,059__v4_lead_shojo_023.png,batch_01_001-080/056__v4_lead_shojo_023.png,1cf54ca1737a14384e3f0129598ccb2bddbf71f7fdd28ac393e01d5f09b0c580,203,188,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/056__v4_lead_shojo_023.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_024,060__v4_lead_shojo_024.png,batch_01_001-080/057__v4_lead_shojo_024.png,08ffa5990a85a7b69bf2296842b3ce468b4aee725153088ba7e5e9f290eb7f6b,201,188,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/057__v4_lead_shojo_024.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_025,061__v4_lead_shojo_025.png,batch_01_001-080/058__v4_lead_shojo_025.png,377a11f7f163129da2c0eb33aa92626f0dd8b0ad63be0d5e65e7d25c418f8eb0,197,188,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/058__v4_lead_shojo_025.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_026,062__v4_lead_shojo_026.png,batch_01_001-080/059__v4_lead_shojo_026.png,4179be29623d2d8b0ed4116970f1751f6043a0790c86dc5d0346bead8eb99b82,195,188,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/059__v4_lead_shojo_026.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_027,063__v4_lead_shojo_027.png,,,,,FALSE,FALSE,,missing_stable_id_portrait,Manifest path absent and no PNG containing this stable ID exists anywhere in staging. Hard Phase 1 blocker.
v4_lead_shojo_028,064__v4_lead_shojo_028.png,batch_01_001-080/060__v4_lead_shojo_028.png,a03ec461f8f60287d994c1a7388551cd4e48adf8eb6b1ba452d38c3a1627579b,250,188,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/060__v4_lead_shojo_028.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_029,065__v4_lead_shojo_029.png,batch_01_001-080/061__v4_lead_shojo_029.png,c969131adf987e7ad73f3764115da44b7ca0a0c129c98d649898a43b1ac1fb02,205,268,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/061__v4_lead_shojo_029.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_030,066__v4_lead_shojo_030.png,batch_01_001-080/062__v4_lead_shojo_030.png,ebdd316228f9be3ff07c7125b8cf592ae6dad25fd4adc515d481ac689ce9a8ee,202,268,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/062__v4_lead_shojo_030.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_031,067__v4_lead_shojo_031.png,batch_01_001-080/063__v4_lead_shojo_031.png,a3df14ef2dc289a2149c29cd8f62ff196ac130a95e86742237f0cf66fbf25d83,211,268,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/063__v4_lead_shojo_031.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_032,068__v4_lead_shojo_032.png,batch_01_001-080/064__v4_lead_shojo_032.png,909958588a08b0d061bd04f7cd4f43e73c4f0dbd37eced06c843b0b12b2f9136,191,268,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/064__v4_lead_shojo_032.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_033,069__v4_lead_shojo_033.png,batch_01_001-080/065__v4_lead_shojo_033.png,79015d0faa7788a9957e79ef46be619c9323f110d633e3f2a8a2960209bc5d43,185,268,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/065__v4_lead_shojo_033.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_034,070__v4_lead_shojo_034.png,batch_01_001-080/066__v4_lead_shojo_034.png,a76655298c3831b584a39d23b90332fa4797f23d1d89f6fde8a7c1c27f8b0a85,171,268,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/066__v4_lead_shojo_034.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_035,071__v4_lead_shojo_035.png,batch_01_001-080/067__v4_lead_shojo_035.png,a5461afd62049b214cb6959d8acecd4dd9647ebf379f0e9700ea15fc4d81ea35,149,268,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/067__v4_lead_shojo_035.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_036,072__v4_lead_shojo_036.png,batch_01_001-080/068__v4_lead_shojo_036.png,a8f4bf9011cacd441f0a162130baeaa954be12b4257350e2e3151b0eebbe2adf,151,268,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/068__v4_lead_shojo_036.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_037,073__v4_lead_shojo_037.png,batch_01_001-080/069__v4_lead_shojo_037.png,d737acef07e9d7cd5eca60a9e003e0de4ef99c8d7676d8ab939618675beadc59,205,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/069__v4_lead_shojo_037.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_038,074__v4_lead_shojo_038.png,batch_01_001-080/070__v4_lead_shojo_038.png,e65ad856a3749418d98fd5e33031456e7b5c10816f5b3a2ce70378c3843442ef,199,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/070__v4_lead_shojo_038.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_039,075__v4_lead_shojo_039.png,batch_01_001-080/071__v4_lead_shojo_039.png,d0c5d4ef6ae48ef610357d6694ca992d92d378f29bcd62c50807b10b82243865,212,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/071__v4_lead_shojo_039.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_040,076__v4_lead_shojo_040.png,batch_01_001-080/072__v4_lead_shojo_040.png,2e4ec813c8b1236ef4f3652463b4f979eb8f2a685b1e3daaf81c6cd90969957d,196,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/072__v4_lead_shojo_040.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_lead_shojo_041,077__v4_lead_shojo_041.png,batch_01_001-080/073__v4_lead_shojo_041.png,765bfacae066ea6be309eb2cda1bf094e93e475fc489276a3580efc165e77cf0,179,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/073__v4_lead_shojo_041.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_001,078__v4_sidekick_shonen_001.png,batch_01_001-080/074__v4_sidekick_shonen_001.png,1c4bed10de24eb4a330eeaab0f59e2a22028c84b43c1b9f5ba93422937187131,171,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/074__v4_sidekick_shonen_001.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_002,079__v4_sidekick_shonen_002.png,batch_01_001-080/075__v4_sidekick_shonen_002.png,96e44ed285b78f8bf96c6f9240b69975a2c2a62f6520d0cd9046c48068a1f07c,149,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/075__v4_sidekick_shonen_002.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_003,080__v4_sidekick_shonen_003.png,batch_01_001-080/076__v4_sidekick_shonen_003.png,4aac8efbd0b880e58cec0494cb60abb72c6a6cf192eee362728a896c97cbc11a,150,243,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/076__v4_sidekick_shonen_003.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_004,081__v4_sidekick_shonen_004.png,batch_01_001-080/077__v4_sidekick_shonen_004.png,88f4be0aa1c5e3eae28d9458f04a419131458e1fd7e2c678d672156984bc949a,195,234,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/077__v4_sidekick_shonen_004.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_005,082__v4_sidekick_shonen_005.png,batch_01_001-080/078__v4_sidekick_shonen_005.png,c4d65dae5ce26245cc0fe94e07536a2372d7632944999aae9791fc9a3b869186,202,234,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/078__v4_sidekick_shonen_005.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_006,083__v4_sidekick_shonen_006.png,batch_01_001-080/079__v4_sidekick_shonen_006.png,17316ceee5465a2d59181ea5d4129cc82351f06e0ebc78b7cc2bba280bb1e8ac,207,234,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/079__v4_sidekick_shonen_006.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_007,084__v4_sidekick_shonen_007.png,batch_01_001-080/080__v4_sidekick_shonen_007.png,62b83d64ddc00a162be7a014f1e4f966eeb5dc06fb3057050d99c49f68ae6d84,165,234,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_01_001-080/080__v4_sidekick_shonen_007.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_008,085__v4_sidekick_shonen_008.png,batch_02_081-160/081__v4_sidekick_shonen_008.png,20599046c85253b3a892e5aa2d8883db166e56179aa8f275706c627aa63f92cf,171,234,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/081__v4_sidekick_shonen_008.png. Integration halted per Phase 1 gate; no substitution assumed.
v4_sidekick_shonen_009,086__v4_sidekick_shonen_009.png,batch_02_081-160/082__v4_sidekick_shonen_009.png,23d09c3a93f2eb1934f144803edc6accf76bb30774c9d4c044500f4fc5764677,137,234,FALSE,FALSE,,filename_mismatch_candidate,Manifest path absent; same stable ID exists as batch_02_081-160/082__v4_sidekick_shonen_009.png. Integration halted per Phase 1 gate; no substitution assumed.
