sheet_code,panel_position,character_id,output_filename
S15,R2C2,g30_secondary_shonen_017,g30_secondary_shonen_017.png
S15,R2C3,g30_secondary_shonen_018,g30_secondary_shonen_018.png
S15,R2C4,g30_secondary_shonen_019,g30_secondary_shonen_019.png
S15,R2C5,g30_secondary_shonen_020,g30_secondary_shonen_020.png
S16,R1C1,g30_secondary_shonen_021,g30_secondary_shonen_021.png
S16,R1C2,g30_secondary_shonen_022,g30_secondary_shonen_022.png
S16,R1C3,g30_secondary_shonen_023,g30_secondary_shonen_023.png
S16,R1C4,g30_secondary_shonen_024,g30_secondary_shonen_024.png
S16,R1C5,g30_secondary_shonen_025,g30_secondary_shonen_025.png
S16,R2C1,g30_secondary_shonen_026,g30_secondary_shonen_026.png
S16,R2C2,g30_secondary_shonen_027,g30_secondary_shonen_027.png
S16,R2C3,g30_secondary_shonen_028,g30_secondary_shonen_028.png
S16,R2C4,g30_secondary_shonen_029,g30_secondary_shonen_029.png
S16,R2C5,g30_secondary_shonen_030,g30_secondary_shonen_030.png
S17,R1C1,g30_secondary_shonen_031,g30_secondary_shonen_031.png
S17,R1C2,g30_secondary_shonen_032,g30_secondary_shonen_032.png
S17,R1C3,g30_secondary_shonen_033,g30_secondary_shonen_033.png
S17,R1C4,g30_secondary_shonen_034,g30_secondary_shonen_034.png
S17,R1C5,g30_secondary_shonen_035,g30_secondary_shonen_035.png
S17,R2C1,g30_secondary_shonen_036,g30_secondary_shonen_036.png
S17,R2C2,g30_secondary_shonen_037,g30_secondary_shonen_037.png
S17,R2C3,g30_secondary_shonen_038,g30_secondary_shonen_038.png
S17,R2C4,g30_secondary_shonen_039,g30_secondary_shonen_039.png
S17,R2C5,g30_secondary_shonen_040,g30_secondary_shonen_040.png
S18,R1C1,g30_secondary_shonen_041,g30_secondary_shonen_041.png
S18,R1C2,g30_secondary_shonen_042,g30_secondary_shonen_042.png
S18,R1C3,g30_secondary_shonen_043,g30_secondary_shonen_043.png
S18,R1C4,g30_secondary_shonen_044,g30_secondary_shonen_044.png
S18,R1C5,g30_secondary_shonen_045,g30_secondary_shonen_045.png
S18,R2C1,g30_secondary_shonen_046,g30_secondary_shonen_046.png
S18,R2C2,g30_secondary_shonen_047,g30_secondary_shonen_047.png
S18,R2C3,g30_secondary_shonen_048,g30_secondary_shonen_048.png
S18,R2C4,g30_secondary_shonen_049,g30_secondary_shonen_049.png
S18,R2C5,g30_secondary_shonen_050,g30_secondary_shonen_050.png
S19,R1C1,g30_secondary_shonen_051,g30_secondary_shonen_051.png
S19,R1C2,g30_secondary_shonen_052,g30_secondary_shonen_052.png
S19,R1C3,g30_secondary_shonen_053,g30_secondary_shonen_053.png
S19,R1C4,g30_secondary_shonen_054,g30_secondary_shonen_054.png
S19,R1C5,g30_secondary_shonen_055,g30_secondary_shonen_055.png
S19,R2C1,g30_secondary_shonen_056,g30_secondary_shonen_056.png
S19,R2C2,g30_secondary_shonen_057,g30_secondary_shonen_057.png
S19,R2C3,g30_secondary_shonen_058,g30_secondary_shonen_058.png
S19,R2C4,g30_secondary_shonen_059,g30_secondary_shonen_059.png
S19,R2C5,g30_secondary_shonen_060,g30_secondary_shonen_060.png
S20,R1C1,g30_secondary_shonen_061,g30_secondary_shonen_061.png
S20,R1C2,g30_secondary_shonen_062,g30_secondary_shonen_062.png
S20,R1C3,g30_secondary_shonen_063,g30_secondary_shonen_063.png
S20,R1C4,g30_secondary_shonen_064,g30_secondary_shonen_064.png
S20,R1C5,g30_secondary_shonen_065,g30_secondary_shonen_065.png
S20,R2C1,g30_secondary_shojo_001,g30_secondary_shojo_001.png
S20,R2C2,g30_secondary_shojo_002,g30_secondary_shojo_002.png
S20,R2C3,g30_secondary_shojo_003,g30_secondary_shojo_003.png
S20,R2C4,g30_secondary_shojo_004,g30_secondary_shojo_004.png
S20,R2C5,g30_secondary_shojo_005,g30_secondary_shojo_005.png
S21,R1C1,g30_secondary_shojo_006,g30_secondary_shojo_006.png
S21,R1C2,g30_secondary_shojo_007,g30_secondary_shojo_007.png
S21,R1C3,g30_secondary_shojo_008,g30_secondary_shojo_008.png
S21,R1C4,g30_secondary_shojo_009,g30_secondary_shojo_009.png
S21,R1C5,g30_secondary_shojo_010,g30_secondary_shojo_010.png
S21,R2C1,g30_secondary_shojo_011,g30_secondary_shojo_011.png
S21,R2C2,g30_secondary_shojo_012,g30_secondary_shojo_012.png
S21,R2C3,g30_secondary_shojo_013,g30_secondary_shojo_013.png
S21,R2C4,g30_secondary_shojo_014,g30_secondary_shojo_014.png
S21,R2C5,g30_secondary_shojo_015,g30_secondary_shojo_015.png
S22,R1C1,g30_secondary_shojo_016,g30_secondary_shojo_016.png
S22,R1C2,g30_secondary_shojo_017,g30_secondary_shojo_017.png
S22,R1C3,g30_secondary_shojo_018,g30_secondary_shojo_018.png
S22,R1C4,g30_secondary_shojo_019,g30_secondary_shojo_019.png
S22,R1C5,g30_secondary_shojo_020,g30_secondary_shojo_020.png
S22,R2C1,g30_secondary_shojo_021,g30_secondary_shojo_021.png
S22,R2C2,g30_secondary_shojo_022,g30_secondary_shojo_022.png
S22,R2C3,g30_secondary_shojo_023,g30_secondary_shojo_023.png
S22,R2C4,g30_secondary_shojo_024,g30_secondary_shojo_024.png
S22,R2C5,g30_secondary_shojo_025,g30_secondary_shojo_025.png
S23,R1C1,g30_secondary_shojo_026,g30_secondary_shojo_026.png
S23,R1C2,g30_secondary_shojo_027,g30_secondary_shojo_027.png
S23,R1C3,g30_secondary_shojo_028,g30_secondary_shojo_028.png
S23,R1C4,g30_secondary_shojo_029,g30_secondary_shojo_029.png
S23,R1C5,g30_secondary_shojo_030,g30_secondary_shojo_030.png
S23,R2C1,g30_secondary_shojo_031,g30_secondary_shojo_031.png
S23,R2C2,g30_secondary_shojo_032,g30_secondary_shojo_032.png
S23,R2C3,g30_secondary_shojo_033,g30_secondary_shojo_033.png
S23,R2C4,g30_secondary_shojo_034,g30_secondary_shojo_034.png
S23,R2C5,g30_secondary_shojo_035,g30_secondary_shojo_035.png
S24,R1C1,g30_secondary_shojo_036,g30_secondary_shojo_036.png
S24,R1C2,g30_secondary_shojo_037,g30_secondary_shojo_037.png
S24,R1C3,g30_secondary_shojo_038,g30_secondary_shojo_038.png
S24,R1C4,g30_secondary_shojo_039,g30_secondary_shojo_039.png
S24,R1C5,g30_secondary_shojo_040,g30_secondary_shojo_040.png
S24,R2C1,g30_secondary_shojo_041,g30_secondary_shojo_041.png
S24,R2C2,g30_secondary_shojo_042,g30_secondary_shojo_042.png
S24,R2C3,g30_secondary_shojo_043,g30_secondary_shojo_043.png
S24,R2C4,g30_secondary_shojo_044,g30_secondary_shojo_044.png
S24,R2C5,g30_secondary_shojo_045,g30_secondary_shojo_045.png
S25,R1C1,g30_secondary_shojo_046,g30_secondary_shojo_046.png
S25,R1C2,g30_secondary_shojo_047,g30_secondary_shojo_047.png
S25,R1C3,g30_secondary_shojo_048,g30_secondary_shojo_048.png
S25,R1C4,g30_secondary_shojo_049,g30_secondary_shojo_049.png
S25,R1C5,g30_secondary_shojo_050,g30_secondary_shojo_050.png
S25,R2C1,g30_secondary_shojo_051,g30_secondary_shojo_051.png
S25,R2C2,g30_secondary_shojo_052,g30_secondary_shojo_052.png
S25,R2C3,g30_secondary_shojo_053,g30_secondary_shojo_053.png
S25,R2C4,g30_secondary_shojo_054,g30_secondary_shojo_054.png
S25,R2C5,g30_secondary_shojo_055,g30_secondary_shojo_055.png
S26,R1C1,g30_secondary_shojo_056,g30_secondary_shojo_056.png
S26,R1C2,g30_secondary_shojo_057,g30_secondary_shojo_057.png
S26,R1C3,g30_secondary_shojo_058,g30_secondary_shojo_058.png
S26,R1C4,g30_secondary_shojo_059,g30_secondary_shojo_059.png
S26,R1C5,g30_secondary_shojo_060,g30_secondary_shojo_060.png
S26,R2C1,g30_secondary_shojo_061,g30_secondary_shojo_061.png
S26,R2C2,g30_secondary_shojo_062,g30_secondary_shojo_062.png
S26,R2C3,g30_secondary_shojo_063,g30_secondary_shojo_063.png
S26,R2C4,g30_secondary_shojo_064,g30_secondary_shojo_064.png
S26,R2C5,g30_secondary_shojo_065,g30_secondary_shojo_065.png
S27,R1C1,g30_pet_shonen_001,g30_pet_shonen_001.png
S27,R1C2,g30_pet_shonen_002,g30_pet_shonen_002.png
S27,R1C3,g30_pet_shonen_003,g30_pet_shonen_003.png
S27,R1C4,g30_pet_shonen_004,g30_pet_shonen_004.png
S27,R1C5,g30_pet_shonen_005,g30_pet_shonen_005.png
S27,R2C1,g30_pet_shonen_006,g30_pet_shonen_006.png
S27,R2C2,g30_pet_shonen_007,g30_pet_shonen_007.png
S27,R2C3,g30_pet_shonen_008,g30_pet_shonen_008.png
S27,R2C4,g30_pet_shonen_009,g30_pet_shonen_009.png
S27,R2C5,g30_pet_shonen_010,g30_pet_shonen_010.png
S28,R1C1,g30_pet_shonen_011,g30_pet_shonen_011.png
S28,R1C2,g30_pet_shonen_012,g30_pet_shonen_012.png
S28,R1C3,g30_pet_shonen_013,g30_pet_shonen_013.png
S28,R1C4,g30_pet_shonen_014,g30_pet_shonen_014.png
S28,R1C5,g30_pet_shonen_015,g30_pet_shonen_015.png
S28,R2C1,g30_pet_shonen_016,g30_pet_shonen_016.png
S28,R2C2,g30_pet_shonen_017,g30_pet_shonen_017.png
S28,R2C3,g30_pet_shonen_018,g30_pet_shonen_018.png
S28,R2C4,g30_pet_shonen_019,g30_pet_shonen_019.png
S28,R2C5,g30_pet_shonen_020,g30_pet_shonen_020.png
S29,R1C1,g30_pet_shonen_021,g30_pet_shonen_021.png
S29,R1C2,g30_pet_shonen_022,g30_pet_shonen_022.png
S29,R1C3,g30_pet_shonen_023,g30_pet_shonen_023.png
S29,R1C4,g30_pet_shonen_024,g30_pet_shonen_024.png
S29,R1C5,g30_pet_shonen_025,g30_pet_shonen_025.png
S29,R2C1,g30_pet_shonen_026,g30_pet_shonen_026.png
S29,R2C2,g30_pet_shonen_027,g30_pet_shonen_027.png
S29,R2C3,g30_pet_shonen_028,g30_pet_shonen_028.png
S29,R2C4,g30_pet_shonen_029,g30_pet_shonen_029.png
S29,R2C5,g30_pet_shonen_030,g30_pet_shonen_030.png
S30,R1C1,g30_pet_shonen_031,g30_pet_shonen_031.png
S30,R1C2,g30_pet_shonen_032,g30_pet_shonen_032.png
S30,R1C3,g30_pet_shonen_033,g30_pet_shonen_033.png
S30,R1C4,g30_pet_shonen_034,g30_pet_shonen_034.png
S30,R1C5,g30_pet_shonen_035,g30_pet_shonen_035.png
S30,R2C1,g30_pet_shonen_036,g30_pet_shonen_036.png
S30,R2C2,g30_pet_shonen_037,g30_pet_shonen_037.png
S30,R2C3,g30_pet_shonen_038,g30_pet_shonen_038.png
S30,R2C4,g30_pet_shonen_039,g30_pet_shonen_039.png
S30,R2C5,g30_pet_shonen_040,g30_pet_shonen_040.png
S31,R1C1,g30_pet_shonen_041,g30_pet_shonen_041.png
S31,R1C2,g30_pet_shonen_042,g30_pet_shonen_042.png
S31,R1C3,g30_pet_shonen_043,g30_pet_shonen_043.png
S31,R1C4,g30_pet_shonen_044,g30_pet_shonen_044.png
S31,R1C5,g30_pet_shonen_045,g30_pet_shonen_045.png
S31,R2C1,g30_pet_shonen_046,g30_pet_shonen_046.png
S31,R2C2,g30_pet_shonen_047,g30_pet_shonen_047.png
S31,R2C3,g30_pet_shonen_048,g30_pet_shonen_048.png
S31,R2C4,g30_pet_shonen_049,g30_pet_shonen_049.png
S31,R2C5,g30_pet_shonen_050,g30_pet_shonen_050.png
S32,R1C1,g30_pet_shonen_051,g30_pet_shonen_051.png
S32,R1C2,g30_pet_shonen_052,g30_pet_shonen_052.png
S32,R1C3,g30_pet_shonen_053,g30_pet_shonen_053.png
S32,R1C4,g30_pet_shonen_054,g30_pet_shonen_054.png
S32,R1C5,g30_pet_shonen_055,g30_pet_shonen_055.png
S32,R2C1,g30_pet_shonen_056,g30_pet_shonen_056.png
S32,R2C2,g30_pet_shonen_057,g30_pet_shonen_057.png
S32,R2C3,g30_pet_shonen_058,g30_pet_shonen_058.png
S32,R2C4,g30_pet_shonen_059,g30_pet_shonen_059.png
S32,R2C5,g30_pet_shonen_060,g30_pet_shonen_060.png
S33,R1C1,g30_pet_shonen_061,g30_pet_shonen_061.png
S33,R1C2,g30_pet_shonen_062,g30_pet_shonen_062.png
S33,R1C3,g30_pet_shonen_063,g30_pet_shonen_063.png
S33,R1C4,g30_pet_shonen_064,g30_pet_shonen_064.png
S33,R1C5,g30_pet_shonen_065,g30_pet_shonen_065.png
S33,R2C1,g30_pet_shojo_001,g30_pet_shojo_001.png
S33,R2C2,g30_pet_shojo_002,g30_pet_shojo_002.png
S33,R2C3,g30_pet_shojo_003,g30_pet_shojo_003.png
S33,R2C4,g30_pet_shojo_004,g30_pet_shojo_004.png
S33,R2C5,g30_pet_shojo_005,g30_pet_shojo_005.png
S34,R1C1,g30_pet_shojo_006,g30_pet_shojo_006.png
S34,R1C2,g30_pet_shojo_007,g30_pet_shojo_007.png
S34,R1C3,g30_pet_shojo_008,g30_pet_shojo_008.png
S34,R1C4,g30_pet_shojo_009,g30_pet_shojo_009.png
S34,R1C5,g30_pet_shojo_010,g30_pet_shojo_010.png
S34,R2C1,g30_pet_shojo_011,g30_pet_shojo_011.png
S34,R2C2,g30_pet_shojo_012,g30_pet_shojo_012.png
S34,R2C3,g30_pet_shojo_013,g30_pet_shojo_013.png
S34,R2C4,g30_pet_shojo_014,g30_pet_shojo_014.png
S34,R2C5,g30_pet_shojo_015,g30_pet_shojo_015.png
S35,R1C1,g30_pet_shojo_016,g30_pet_shojo_016.png
S35,R1C2,g30_pet_shojo_017,g30_pet_shojo_017.png
S35,R1C3,g30_pet_shojo_018,g30_pet_shojo_018.png
S35,R1C4,g30_pet_shojo_019,g30_pet_shojo_019.png
S35,R1C5,g30_pet_shojo_020,g30_pet_shojo_020.png
S35,R2C1,g30_pet_shojo_021,g30_pet_shojo_021.png
S35,R2C2,g30_pet_shojo_022,g30_pet_shojo_022.png
S35,R2C3,g30_pet_shojo_023,g30_pet_shojo_023.png
S35,R2C4,g30_pet_shojo_024,g30_pet_shojo_024.png
S35,R2C5,g30_pet_shojo_025,g30_pet_shojo_025.png
S36,R1C1,g30_pet_shojo_026,g30_pet_shojo_026.png
S36,R1C2,g30_pet_shojo_027,g30_pet_shojo_027.png
S36,R1C3,g30_pet_shojo_028,g30_pet_shojo_028.png
S36,R1C4,g30_pet_shojo_029,g30_pet_shojo_029.png
S36,R1C5,g30_pet_shojo_030,g30_pet_shojo_030.png
S36,R2C1,g30_pet_shojo_031,g30_pet_shojo_031.png
S36,R2C2,g30_pet_shojo_032,g30_pet_shojo_032.png
S36,R2C3,g30_pet_shojo_033,g30_pet_shojo_033.png
S36,R2C4,g30_pet_shojo_034,g30_pet_shojo_034.png
S36,R2C5,g30_pet_shojo_035,g30_pet_shojo_035.png
S37,R1C1,g30_pet_shojo_036,g30_pet_shojo_036.png
S37,R1C2,g30_pet_shojo_037,g30_pet_shojo_037.png
S37,R1C3,g30_pet_shojo_038,g30_pet_shojo_038.png
S37,R1C4,g30_pet_shojo_039,g30_pet_shojo_039.png
S37,R1C5,g30_pet_shojo_040,g30_pet_shojo_040.png
S37,R2C1,g30_pet_shojo_041,g30_pet_shojo_041.png
S37,R2C2,g30_pet_shojo_042,g30_pet_shojo_042.png
S37,R2C3,g30_pet_shojo_043,g30_pet_shojo_043.png
S37,R2C4,g30_pet_shojo_044,g30_pet_shojo_044.png
S37,R2C5,g30_pet_shojo_045,g30_pet_shojo_045.png
S38,R1C1,g30_pet_shojo_046,g30_pet_shojo_046.png
S38,R1C2,g30_pet_shojo_047,g30_pet_shojo_047.png
S38,R1C3,g30_pet_shojo_048,g30_pet_shojo_048.png
S38,R1C4,g30_pet_shojo_049,g30_pet_shojo_049.png
S38,R1C5,g30_pet_shojo_050,g30_pet_shojo_050.png
S38,R2C1,g30_pet_shojo_051,g30_pet_shojo_051.png
S38,R2C2,g30_pet_shojo_052,g30_pet_shojo_052.png
S38,R2C3,g30_pet_shojo_053,g30_pet_shojo_053.png
S38,R2C4,g30_pet_shojo_054,g30_pet_shojo_054.png
S38,R2C5,g30_pet_shojo_055,g30_pet_shojo_055.png
S39,R1C1,g30_pet_shojo_056,g30_pet_shojo_056.png
S39,R1C2,g30_pet_shojo_057,g30_pet_shojo_057.png
S39,R1C3,g30_pet_shojo_058,g30_pet_shojo_058.png
S39,R1C4,g30_pet_shojo_059,g30_pet_shojo_059.png
S39,R1C5,g30_pet_shojo_060,g30_pet_shojo_060.png
S39,R2C1,g30_pet_shojo_061,g30_pet_shojo_061.png
S39,R2C2,g30_pet_shojo_062,g30_pet_shojo_062.png
S39,R2C3,g30_pet_shojo_063,g30_pet_shojo_063.png
S39,R2C4,g30_pet_shojo_064,g30_pet_shojo_064.png
S39,R2C5,g30_pet_shojo_065,g30_pet_shojo_065.png
S40,R1C1,g30_villain_shonen_001,g30_villain_shonen_001.png
S40,R1C2,g30_villain_shonen_002,g30_villain_shonen_002.png
S40,R1C3,g30_villain_shonen_003,g30_villain_shonen_003.png
S40,R1C4,g30_villain_shonen_004,g30_villain_shonen_004.png
S40,R1C5,g30_villain_shonen_005,g30_villain_shonen_005.png
S40,R2C1,g30_villain_shonen_006,g30_villain_shonen_006.png
S40,R2C2,g30_villain_shonen_007,g30_villain_shonen_007.png
S40,R2C3,g30_villain_shonen_008,g30_villain_shonen_008.png
S40,R2C4,g30_villain_shonen_009,g30_villain_shonen_009.png
S40,R2C5,g30_villain_shonen_010,g30_villain_shonen_010.png
S41,R1C1,g30_villain_shonen_011,g30_villain_shonen_011.png
S41,R1C2,g30_villain_shonen_012,g30_villain_shonen_012.png
